"PreTaxCost","BillingMonth","ResourceId","MeterCategory","MeterSubcategory","Meter","Currency"
"0.119582047373","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ai_contosohotels-acc-appinsights_7e77b151-e893-4183-80a7-7e26dbef8a26_managed/providers/microsoft.operationalinsights/workspaces/managed-contosohotels-acc-appinsights-ws","Log Analytics","All","Pay-as-you-go Data Ingestion","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"7.7254E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"0.0001171742","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Bandwidth","Geo-Replication Data transfer","USD"
"2.2469568E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Files","List Operations","USD"
"2.94E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Files","Read Operations","USD"
"7.766036E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Queues v2","Class 2 Operations","USD"
"6.08E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Queues v2","GRS Class 1 Operations","USD"
"8.763552E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Tables","GRS Batch Write Operations","USD"
"0.00022803375","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Tables","RA-GRS Data Stored","USD"
"1.4112E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Tables","Read Operations","USD"
"5.31973466E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Tiered Block Blob","All Other Operations","USD"
"0.0003135","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/afhuiklklgf45","Storage","Tiered Block Blob","GRS List and Create Container Operations","USD"
"12.192211536912","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/aj1-fabrikamrg/providers/microsoft.containerregistry/registries/aj1gearamaacr","Container Registry","All","Standard Registry Unit","USD"
"0.002693051608","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/azurebackuprg_eastus_1/providers/microsoft.compute/restorepointcollections/azurebackup_ch1-cts-vm01_901142139653595009","Storage","Standard HDD Managed Disks","S4 LRS Disk Operations","USD"
"0.42365779456","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/azurebackuprg_eastus_1/providers/microsoft.compute/restorepointcollections/azurebackup_ch1-cts-vm01_901142139653595009","Storage","Standard HDD Managed Disks","Snapshots ZRS Snapshots","USD"
"0.001905377812","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/azurebackuprg_eastus_1/providers/microsoft.compute/restorepointcollections/azurebackup_ch1-vm-cts_901142138818958924","Storage","Standard HDD Managed Disks","S4 LRS Disk Operations","USD"
"1.429032080736","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/azurebackuprg_eastus_1/providers/microsoft.compute/restorepointcollections/azurebackup_ch1-vm-cts_901142138818958924","Storage","Standard HDD Managed Disks","Snapshots ZRS Snapshots","USD"
"0.94201970688","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/disks/ch1-avsmgmtvm_osdisk_1_7cf5d2be226e413195d1bf28bf56cdae","Storage","Standard HDD Managed Disks","S10 LRS Disk","USD"
"3.4685779968","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/disks/ch1-avsmgmtvm_osdisk_1_cb886605c6a3451d89f9106118e8afb6","Storage","Premium SSD Managed Disks","P10 LRS Disk","USD"
"0.94201970688","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/disks/ch1-avsmgmtvm_osdisk_2","Storage","Standard HDD Managed Disks","S10 LRS Disk","USD"
"0.000307861544191837","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Bandwidth","Inter-Region","Inter Continent Data Transfer Out - NAM or EU To Any","USD"
"0.000925532517023385","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"0.000759170047938824","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"2.55192","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0.743","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Microsoft Defender for Cloud","Servers","Standard P2 Node","USD"
"30.3511248144","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Virtual Machines","Dv3/DSv3 Series","D4 v3/D4s v3","USD"
"0.00202699911897071","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Virtual Network","Global Peering","Inter-Region Egress","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.compute/virtualmachines/ch1-avsmgmtvm","Virtual Network","Global Peering","Inter-Region Ingress","USD"
"3.198E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.keyvault/vaults/ch1-avsmgmtvmkv","Microsoft Defender for Cloud","Key Vault","Standard Transactions","USD"
"0.118303566418737","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/bastionhosts/ch1-bastion","Azure Bastion","All","Basic Data Transfer Out","USD"
"60.5110596111111","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/bastionhosts/ch1-bastion","Azure Bastion","All","Basic Gateway","USD"
"1.8972","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/publicipaddresses/ch1-avs2-vnet-gateway-pip","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"0.950688166666667","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/publicipaddresses/ch1-avsergw-pip","Virtual Network","IP Addresses","Basic IPv4 Dynamic Public IP","USD"
"0.708329791666667","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/publicipaddresses/ch1-avsergw-pip","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"1.89579395833333","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/publicipaddresses/ch1-bastion-pip","Virtual Network","IP Addresses","Standard IPv4 Static Public IP","USD"
"62.1497494444444","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.network/virtualnetworkgateways/ch1-avsergw","ExpressRoute","Standard Gateway","Standard Gateway","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Bandwidth","Inter-Region","Inter Continent Data Transfer In - NAM or EU To Any","USD"
"8.6E-08","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Bandwidth","Inter-Region","Inter Continent Data Transfer Out - NAM or EU To Any","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"8.426088E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Files","List Operations","USD"
"0.0022493646","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Tables","Batch Write Operations","USD"
"0.44847250245","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Tables","LRS Data Stored","USD"
"8.82E-08","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Tables","Read Operations","USD"
"3.43647093E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Tiered Block Blob","All Other Operations","USD"
"4.465E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-avsrg-swedencentral/providers/microsoft.storage/storageaccounts/ch1diagavs","Storage","Tiered Block Blob","LRS List and Create Container Operations","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-azure-arc-rg/providers/microsoft.hybridcompute/machines/ubuntuvm","Azure Arc","Azure Arc","Azure Arc Enabled Servers (VMs)","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-azure-arc-rg/providers/microsoft.hybridcompute/machines/ubuntuvm","Azure Update Manager","All","Complementary Benefits Server","USD"
"0.744","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-azure-arc-rg/providers/microsoft.hybridcompute/machines/ubuntuvm","Microsoft Defender for Cloud","Servers","Standard P2 Node","USD"
"4.3316112","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.containerservice/managedclusters/ch1-contosononmonitoredcluster","Microsoft Defender for Cloud","Microsoft Defender for Containers","Standard vCore vCore Pack","USD"
"5.8703344","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.containerservice/managedclusters/ch1-contososh360cluster","Microsoft Defender for Cloud","Microsoft Defender for Containers","Standard vCore vCore Pack","USD"
"0.0119776","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.insights/actiongroups/recommendedalertrulesforprometheus","Azure Monitor","All","Emails","USD"
"2.62615191344","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.monitor/accounts/ch1-azuremonitorworkspace","Azure Monitor","All","Metrics ingestion Metric samples","USD"
"0.012563579285","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.monitor/accounts/ch1-azuremonitorworkspace","Azure Monitor","All","Prometheus Metrics Queries Metric samples","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Bandwidth","Inter-Region","Intra Continent Data Transfer In","USD"
"1.254E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"1.96539","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Microsoft Defender for Cloud","Storage","Free Transactions","USD"
"8.66944118160987","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Microsoft Defender for Cloud","Storage","Malware Scanning Data Ingested","USD"
"0.228336","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Microsoft Defender for Cloud","Storage","Standard Node","USD"
"1.1234784E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Files","List Operations","USD"
"1.47E-07","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Files","Read Operations","USD"
"0.1342442807487","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","All Other Operations","USD"
"0.0637149487728","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","Hot LRS Data Stored","USD"
"0.3422014","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","Hot LRS Write Operations","USD"
"0.1243790852179","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","Hot Read Operations","USD"
"0.0033283152","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","Index Tags","USD"
"0.03554235","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-contososh360clusterrg/providers/microsoft.storage/storageaccounts/ch1cmflowlogs","Storage","Tiered Block Blob","LRS List and Create Container Operations","USD"
"3.1533981696","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/disks/ch1-cts-vm01_osdisk_1_699edfa6a76d45ecbf8de6fb27bffeea","Storage","Premium SSD Managed Disks","P10 LRS Disk","USD"
"3.1533981696","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/disks/ch1-vm-cts_osdisk_1_eae5e4d9bf9648e9bf1e98b4d513346e","Storage","Premium SSD Managed Disks","P10 LRS Disk","USD"
"1.0627930983901E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Bandwidth","Inter-Region","Inter Continent Data Transfer Out - NAM or EU To Any","USD"
"0.000449170668050647","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","USD"
"0.000121741812676191","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Bandwidth","Rtn Preference: MGN","Standard Data Transfer Out","USD"
"1.34456","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Microsoft Defender for Cloud","Microsoft Defender CSPM","Standard Node","USD"
"0.391","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Microsoft Defender for Cloud","Servers","Standard P2 Node","USD"
"15.0547215744","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.compute/virtualmachines/ch1-cts-vm01","Virtual Machines","Dv3/DSv3 Series","D4 v3/D4s v3","USD"
"5.07E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.keyvault/vaults/ch1kvcts","Key Vault","All","Operations","USD"
"3.822E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.keyvault/vaults/ch1kvcts","Microsoft Defender for Cloud","Key Vault","Standard Transactions","USD"
"1.014E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.keyvault/vaults/ch1kvctsacc","Key Vault","All","Operations","USD"
"5.486E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.keyvault/vaults/ch1kvctsacc","Microsoft Defender for Cloud","Key Vault","Standard Transactions","USD"
"0.00960372837596974","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-calculate-baseline-dates","Logic Apps","All","Consumption Data Retention","USD"
"1.4417325","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-calculate-baseline-dates","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.00960272529014738","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-calculate-planned-dates","Logic Apps","All","Consumption Data Retention","USD"
"1.4415375","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-calculate-planned-dates","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.0032144792183385","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-create-raid-item","Logic Apps","All","Consumption Data Retention","USD"
"0.4827225","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/application-create-raid-item","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.00321263353018546","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/deliverable-approval-workflow","Logic Apps","All","Consumption Data Retention","USD"
"0.48269","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/deliverable-approval-workflow","Logic Apps","All","Consumption Standard Connector Actions","USD"
"3.25E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/feature-publish-state-create-query","Logic Apps","All","Consumption Built-in Actions","USD"
"1.8459498881928E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/feature-publish-state-create-query","Logic Apps","All","Consumption Data Retention","USD"
"0.0002275","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/feature-publish-state-create-query","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.00321087161384499","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/feature-publish-state-to-parent-work-items","Logic Apps","All","Consumption Data Retention","USD"
"0.482625","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/feature-publish-state-to-parent-work-items","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.00320093455236856","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-calculate-risk-exposure","Logic Apps","All","Consumption Data Retention","USD"
"0.4826575","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-calculate-risk-exposure","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.000247","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-update-migration-blocker-finder","Logic Apps","All","Consumption Built-in Actions","USD"
"1.53465069830592E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-update-migration-blocker-finder","Logic Apps","All","Consumption Data Retention","USD"
"0.002015","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-update-migration-blocker-finder","Logic Apps","All","Consumption Standard Connector Actions","USD"
"0.0031980128153756","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-update-migration-blocker-fixer","Logic Apps","All","Consumption Data Retention","USD"
"0.4825925","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/raid-update-migration-blocker-fixer","Logic Apps","All","Consumption Standard Connector Actions","USD"
"3.25E-05","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/task-publish-state-create-query","Logic Apps","All","Consumption Built-in Actions","USD"
"1.911241561164E-06","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/task-publish-state-create-query","Logic Apps","All","Consumption Data Retention","USD"
"0.0002275","2025-05-01 00:00:00","/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-cts/providers/microsoft.logic/workflows/task-publish-state-create-query","Logic Apps","All","Consumption Standard Connector Actions","USD"
